MP URI;HP URI;jaccardSimilarityLabels;jaccardSimilarityDefinitions;jaccardSimilaritySynonyms;sigmoidSimilarityLabels;sigmoidSimilarityDefinitions;sigmoidSimilaritySynonyms;cosineSimilarityLabels;cosineSimilarityDefinitions;cosineSimilaritySynonyms;jaccardSubtree;cosineSubtree;descendantsEvaluation;hasLoop;silverMapping;ourScore
http://purl.obolibrary.org/obo/HP_0001541;http://purl.obolibrary.org/obo/MP_0005324;0.714285714;0.857142857;0;0.328871433;0.249999992;0;1;0.629940788;0;0.25;0.824957911;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0011138;http://purl.obolibrary.org/obo/MP_0010678;0.857142857;0.647058824;0.739130435;0.249999992;0.076923077;0.142857131;0.670820393;0.399556295;0.4;0.03030303;0.469467457;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0003865;http://purl.obolibrary.org/obo/MP_0004373;0.833333333;0.782608696;0.5;0.333303068;0.166666662;0.124772237;1;0.412478956;0.5;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0001878;http://purl.obolibrary.org/obo/MP_0001585;0.846153846;0.708333333;0.846153846;0.333322199;0.12499999;0.333322199;1;0.483045892;0;0;0.604156073;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0030657;http://purl.obolibrary.org/obo/MP_0012305;0.75;0.653846154;0.75;0.199997542;0.099999992;0.199997542;0.666666667;0.629940788;0.666666667;1;1;FALSCH;FALSCH;2;3
http://purl.obolibrary.org/obo/HP_0004783;http://purl.obolibrary.org/obo/MP_0008012;0.714285714;0.625;0.846153846;0.199981841;0.099999939;0.333322199;0;0.32991444;0.5;1;1;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0003111;http://purl.obolibrary.org/obo/MP_0001765;0.6875;0.615384615;0;0.1666611;0.09090907;0;0.577350269;0.361961383;0;0.111111111;0.382301305;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0001396;http://purl.obolibrary.org/obo/MP_0000610;0.8;0.72;0.384615385;0.333109767;0.124999996;0.109623811;1;0.731925055;0;0.222222222;0.509524665;WAHR;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0030684;http://purl.obolibrary.org/obo/MP_0004891;0.9375;0.636363636;0;0.499999694;0.076923077;0;1;0.423701713;0;0.4;0.920357987;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0011102;http://purl.obolibrary.org/obo/MP_0011879;0.727272727;0.761904762;0;0.249832325;0.166666629;0;0.5;0.601337794;0;0;0;FALSCH;FALSCH;3;3
http://purl.obolibrary.org/obo/HP_0007373;http://purl.obolibrary.org/obo/MP_0000938;0.5;0.625;0.4375;0.111036589;0.099999939;0.09981779;0.666666667;0.155699789;0.288675135;0;0;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0011117;http://purl.obolibrary.org/obo/MP_0008568;0.833333333;0.677419355;0;0.249999847;0.090909091;0;0.577350269;0.363803438;0;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0011118;http://purl.obolibrary.org/obo/MP_0008556;0.882352941;0.678571429;0.7;0.333333129;0.099999999;0.142856905;0.730296743;0.391254023;0.23570226;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0002659;http://purl.obolibrary.org/obo/MP_0000061;0.55;0.652173913;0.944444444;0.09999666;0.111111043;0.499999959;0;0.074535599;0.670820393;0;0;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0000613;http://purl.obolibrary.org/obo/MP_0013787;0.875;0.814814815;0.294117647;0.499088949;0.166666667;0.075893408;1;0.601793477;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0009004;http://purl.obolibrary.org/obo/MP_0000734;0.764705882;0.666666667;0;0.199999096;0.111111086;0;0.353553391;0.353553391;0;0;0.836660027;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0025133;http://purl.obolibrary.org/obo/MP_0005183;0.777777778;0.681818182;0.777777778;0.199999667;0.124999924;0.199999667;0.577350269;0.3;0.288675135;1;0.507092553;FALSCH;FALSCH;2;3
http://purl.obolibrary.org/obo/HP_0000405;http://purl.obolibrary.org/obo/MP_0004739;0.736842105;0.791666667;0.571428571;0.166666389;0.166666665;0.099998771;0.666666667;0.186096842;0;0;0;WAHR;FALSCH;4;2
http://purl.obolibrary.org/obo/HP_0002920;http://purl.obolibrary.org/obo/MP_0002664;0.666666667;0.612903226;0.565217391;0.124999792;0.076923076;0.09090868;0.75;0.493463771;0.223606798;1;1;FALSCH;FALSCH;2;3
http://purl.obolibrary.org/obo/HP_0012226;http://purl.obolibrary.org/obo/MP_0009442;0.714285714;0.653846154;0.666666667;0.199981841;0.099999992;0.166651534;0.707106781;0.560473402;0.40824829;0;0;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0003560;http://purl.obolibrary.org/obo/MP_0000752;0.705882353;0.606060606;0;0.166664619;0.071428571;0;0;0.45596467;0;0;0;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0012376;http://purl.obolibrary.org/obo/MP_0001306;0.066666667;0.52173913;0.25;0.03080781;0.083332309;0.074155968;0;0.421637021;0;1;1;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0000486;http://purl.obolibrary.org/obo/MP_0005254;0.888888889;0.62962963;0;0.49966465;0.090909083;0;1;0.737241084;0;0.032258065;0.774825942;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0030683;http://purl.obolibrary.org/obo/MP_0003541;0.384615385;0.84;0.75;0.109623811;0.2;0.331684918;0;0.301511345;1;1;1;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_3000002;http://purl.obolibrary.org/obo/MP_0002729;0.777777778;0.761904762;0.421052632;0.199999667;0.166666629;0.083277442;0.8;0.63900965;0.316227766;0;0;FALSCH;FALSCH;2;3
http://purl.obolibrary.org/obo/HP_0009132;http://purl.obolibrary.org/obo/MP_0013614;0.933333333;0.710526316;0.933333333;0.499999168;0.083333333;0.499999168;0.8;0.424745499;0.670820393;0;0;FALSCH;FALSCH;3;4
http://purl.obolibrary.org/obo/HP_0010460;http://purl.obolibrary.org/obo/MP_0009208;0.882352941;0.625;0.8125;0.333333129;0.099999939;0.24999887;0.447213595;0.288675135;0.447213595;0.135220126;0.325812305;FALSCH;FALSCH;3;4
http://purl.obolibrary.org/obo/HP_0006000;http://purl.obolibrary.org/obo/MP_0003587;0.785714286;0.592592593;0.928571429;0.249991649;0.083333315;0.49999774;0.5;0.55634864;1;0;0;WAHR;FALSCH;4;2
http://purl.obolibrary.org/obo/HP_0007033;http://purl.obolibrary.org/obo/MP_0000849;0.421052632;0.76;0.733333333;0.083277442;0.142857141;0.199993319;0;0.616669839;0.5;0;0.275109907;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0011662;http://purl.obolibrary.org/obo/MP_0006123;0.785714286;0.75;0;0.249991649;0.142857139;0;0.816496581;0.516397779;0;0;0;FALSCH;FALSCH;3;4
http://purl.obolibrary.org/obo/HP_0011441;http://purl.obolibrary.org/obo/MP_0000846;0.789473684;0.76;0.6;0.199999878;0.142857141;0.111109746;0.447213595;0.448542614;0;0;0.073720978;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0025134;http://purl.obolibrary.org/obo/MP_0005182;0.764705882;0.739130435;0.875;0.199999096;0.142857131;0.333332779;0.577350269;0.438357004;0.866025404;1;1;FALSCH;FALSCH;2;3
http://purl.obolibrary.org/obo/HP_0001513;http://purl.obolibrary.org/obo/MP_0001261;0.375;0.653846154;0.75;0.150858042;0.099999992;0.331684918;0;0.372677996;1;0;0;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0011390;http://purl.obolibrary.org/obo/MP_0000026;0.777777778;0.708333333;0.45;0.199999667;0.12499999;0.083312768;0.40824829;0.569802882;0.471404521;0.060836502;0.238827655;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0410011;http://purl.obolibrary.org/obo/MP_0004234;0.75;0.653846154;0;0.166666565;0.099999992;0;0.5;0.514495755;0;0.2;0.494166211;WAHR;FALSCH;2;2
http://purl.obolibrary.org/obo/HP_0040129;http://purl.obolibrary.org/obo/MP_0005403;0.882352941;0;0;0.333333129;0;0;0.866025404;0;0;0.142857143;0.879963797;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0005482;http://purl.obolibrary.org/obo/MP_0002472;0.8;0.75;0;0.199999955;0.142857139;0;0.612372436;0.169030851;0;0;0;FALSCH;FALSCH;2;4
http://purl.obolibrary.org/obo/HP_0025426;http://purl.obolibrary.org/obo/MP_0002264;0.9375;0.666666667;0.722222222;0.499999694;0.111111086;0.166665913;1;0.730296743;0.40824829;0;0.208551886;WAHR;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0000042;http://purl.obolibrary.org/obo/MP_0009204;0.857142857;0.64;0.857142857;0.333329237;0.099999977;0.333329237;0.866025404;0.169030851;0.577350269;1;1;FALSCH;FALSCH;2;4
http://purl.obolibrary.org/obo/HP_0006989;http://purl.obolibrary.org/obo/MP_0000780;0.611111111;0.71875;0.8;0.124995825;0.1;0.249996928;0.577350269;0.362726775;0.666666667;0;0;FALSCH;FALSCH;2;3
http://purl.obolibrary.org/obo/HP_0001967;http://purl.obolibrary.org/obo/MP_0011353;0.526315789;0.833333333;0.611111111;0.09999092;0.199999999;0.124995825;0.333333333;0.342368394;0.333333333;1;1;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0025084;http://purl.obolibrary.org/obo/MP_0000376;0.777777778;0.6;0;0.332725966;0.090909035;0;1;0.216930458;0;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0011682;http://purl.obolibrary.org/obo/MP_0010418;0.947368421;0.735294118;0.842105263;0.499999985;0.1;0.249999944;0.75;0.40824829;0.75;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0011116;http://purl.obolibrary.org/obo/MP_0008555;0.875;0.689655172;0.684210526;0.333332779;0.1;0.142856497;0.577350269;0.404145188;0.288675135;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0000163;http://purl.obolibrary.org/obo/MP_0013818;0.941176471;0.72;0.842105263;0.499999887;0.124999996;0.249999944;1;0.585017939;0.670820393;0.00462963;0.163560892;WAHR;FALSCH;2;3
http://purl.obolibrary.org/obo/HP_0011555;http://purl.obolibrary.org/obo/MP_0010433;0.764705882;0.851851852;0.866666667;0.199999096;0.2;0.333331826;0.894427191;0.752772653;1;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0012252;http://purl.obolibrary.org/obo/MP_0002132;0.941176471;0.842105263;0.666666667;0.499999887;0.249999944;0.142855387;1;0.46291005;0.577350269;0.04159132;0.431437943;WAHR;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0003862;http://purl.obolibrary.org/obo/MP_0004352;0.833333333;0.913043478;0;0.333303068;0.333333333;0;1;0.216295228;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0012244;http://purl.obolibrary.org/obo/MP_0002210;0.933333333;0.909090909;0.823529412;0.499999168;0.333333332;0.249999584;1;0.909090909;0.333333333;0.028571429;0.346193858;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0012337;http://purl.obolibrary.org/obo/MP_0001764;0.928571429;0.913043478;0.8125;0.49999774;0.333333333;0.24999887;1;0.716574364;0.40824829;0.023611111;0.120604154;WAHR;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0040171;http://purl.obolibrary.org/obo/MP_0002780;0.764705882;0;0.764705882;0.199999096;0;0.199999096;0.75;0;0.5;1;1;FALSCH;FALSCH;2;3
http://purl.obolibrary.org/obo/HP_0100639;http://purl.obolibrary.org/obo/MP_0001379;0.8;0;0;0.249996928;0;0;0;0;0;0.333333333;0.5;FALSCH;FALSCH;2;4
http://purl.obolibrary.org/obo/HP_0025033;http://purl.obolibrary.org/obo/MP_0000462;0.9;0.75;0.65;0.333333323;0.142857139;0.124999435;0.670820393;0.507092553;0.516397779;0.057017544;0.337009448;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0000618;http://purl.obolibrary.org/obo/MP_0006145;0.545454545;0.628571429;0;0.165842459;0.071428571;0;0.707106781;0.338983453;0;0;0;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0002249;http://purl.obolibrary.org/obo/MP_0003292;0.666666667;0.7;0.307692308;0.321342527;0.1;0.096402758;1;0.332351495;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0001746;http://purl.obolibrary.org/obo/MP_0000690;0.545454545;0.608695652;0.875;0.165842459;0.099999834;0.499088949;0;0;1;1;1;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0010701;http://purl.obolibrary.org/obo/MP_0002490;0.928571429;0.708333333;0.75;0.49999774;0.12499999;0.199997542;1;0.424264069;0.666666667;0.079365079;0.603975897;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0000093;http://purl.obolibrary.org/obo/MP_0002962;0.5;0.666666667;0.466666667;0.111036589;0.124999792;0.110908655;0;0.43643578;0;0.111111111;0.07999289;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0011123;http://purl.obolibrary.org/obo/MP_0004947;0.647058824;0.833333333;0.166666667;0.142852371;0.199999999;0.056571766;0.316227766;0.646095738;0;0.054545455;0.352716105;WAHR;FALSCH;4;2
http://purl.obolibrary.org/obo/HP_0001654;http://purl.obolibrary.org/obo/MP_0000285;0.9375;0.782608696;0.526315789;0.499999694;0.166666662;0.09999092;1;0.394055203;0.577350269;0.159292035;0.924976837;WAHR;FALSCH;2;3
http://purl.obolibrary.org/obo/HP_0005476;http://purl.obolibrary.org/obo/MP_0003843;0.684210526;0.714285714;0.736842105;0.142856497;0.111111111;0.166666389;0.5;0.234260643;0.25;0;0;FALSCH;FALSCH;2;3
http://purl.obolibrary.org/obo/HP_0010445;http://purl.obolibrary.org/obo/MP_0010404;0.875;0.625;0.933333333;0.333332779;0.076923077;0.499999168;0.894427191;0.605236745;1;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0009887;http://purl.obolibrary.org/obo/MP_0002075;0.736842105;0.608695652;0.476190476;0.166666389;0.099999834;0.083325767;0.288675135;0.46291005;0;0;0.412920855;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0005304;http://purl.obolibrary.org/obo/MP_0010528;0.777777778;0;0;0.199999667;0;0;0.333333333;0;0;1;1;FALSCH;FALSCH;2;3
http://purl.obolibrary.org/obo/HP_0011805;http://purl.obolibrary.org/obo/MP_0002108;0.941176471;0.652173913;0.7;0.499999887;0.111111043;0.142856905;1;0.19245009;0.333333333;0.020869565;0.431739595;WAHR;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0000252;http://purl.obolibrary.org/obo/MP_0005352;0.3125;0.625;0.277777778;0.082217858;0.099999939;0.07047245;0;0.115470054;0;0;0;FALSCH;FALSCH;2;3
http://purl.obolibrary.org/obo/HP_0030012;http://purl.obolibrary.org/obo/MP_0003699;0.954545455;0;0;0.499999999;0;0;1;0;0;0;0.065438848;WAHR;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0003761;http://purl.obolibrary.org/obo/MP_0003195;0.875;0.714285714;0;0.499088949;0.142857055;0;1;0.400891863;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0011992;http://purl.obolibrary.org/obo/MP_0005065;0.888888889;0.592592593;0.8;0.333333258;0.083333315;0.199999955;0.577350269;0.250313087;0.5;0;0.495684103;FALSCH;FALSCH;3;4
http://purl.obolibrary.org/obo/HP_0005365;http://purl.obolibrary.org/obo/MP_0008071;0.421052632;0.724137931;0;0.083277442;0.111111111;0;0.333333333;0.238832574;0;0;0;FALSCH;FALSCH;3;3
http://purl.obolibrary.org/obo/HP_0012805;http://purl.obolibrary.org/obo/MP_0012122;0.647058824;0.689655172;0;0.142852371;0.1;0;0.666666667;0.545544726;0;1;1;FALSCH;FALSCH;2;3
http://purl.obolibrary.org/obo/HP_0003159;http://purl.obolibrary.org/obo/MP_0011517;0.833333333;0.571428571;0.636363636;0.333303068;0.07692306;0.19963558;1;0.427617987;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0008428;http://purl.obolibrary.org/obo/MP_0004687;0.5;0.583333333;0.533333333;0.111036589;0.09090894;0.124916162;0;0.227921153;0;0;0;FALSCH;FALSCH;2;3
http://purl.obolibrary.org/obo/HP_0000609;http://purl.obolibrary.org/obo/MP_0006221;0.9375;0.625;0;0.499999694;0.099999939;0;1;0.536656315;0;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0004326;http://purl.obolibrary.org/obo/MP_0005150;0.857142857;0.68;0.166666667;0.497527377;0.111111102;0.069235832;1;0.529812943;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0000523;http://purl.obolibrary.org/obo/MP_0010251;0.909090909;0.772727273;0.714285714;0.499954602;0.166666653;0.199981841;0.5;0.455732715;0.5;0.5;0.60764362;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0010939;http://purl.obolibrary.org/obo/MP_0000102;0.666666667;0.791666667;0.555555556;0.142855387;0.166666665;0.111101023;0.447213595;0.385758375;0.516397779;0.111111111;0.671957031;FALSCH;FALSCH;2;3
http://purl.obolibrary.org/obo/HP_0040089;http://purl.obolibrary.org/obo/MP_0008043;0.647058824;0.7;0.933333333;0.142852371;0.1;0.499999168;0.447213595;0.296683052;0.8;0.076923077;0.128930335;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0012561;http://purl.obolibrary.org/obo/MP_0010596;0.9375;0.739130435;0.055555556;0.499999694;0.142857131;0.025673175;1;0.736842105;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0100253;http://purl.obolibrary.org/obo/MP_0013619;0.619047619;0.733333333;0.666666667;0.111110609;0.111111111;0.124999792;0.124034735;0.53674504;0.124034735;0;0.26148818;FALSCH;FALSCH;2;3
http://purl.obolibrary.org/obo/HP_0012506;http://purl.obolibrary.org/obo/MP_0005361;0.866666667;0.875;0.666666667;0.333331826;0.25;0.142855387;1;0.516397779;0.577350269;0;0.696310624;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0000689;http://purl.obolibrary.org/obo/MP_0000120;0.692307692;0.807692308;0.333333333;0.199950642;0.166666666;0.089692209;0.707106781;0.773082305;0;0;0;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0011804;http://purl.obolibrary.org/obo/MP_0002106;0.944444444;0.636363636;0.681818182;0.499999959;0.111110926;0.124999924;1;0.19245009;0;0.030769231;0.48385604;WAHR;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0003107;http://purl.obolibrary.org/obo/MP_0003191;0.882352941;0.739130435;0;0.333333129;0.142857131;0;0.5;0.21821789;0;0;0.350158868;WAHR;FALSCH;2;3
http://purl.obolibrary.org/obo/HP_0005303;http://purl.obolibrary.org/obo/MP_0010524;0.714285714;0.72;0;0.199981841;0.124999996;0;0.666666667;0.564534487;0;1;1;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0000039;http://purl.obolibrary.org/obo/MP_0003598;0.714285714;0.642857143;0.714285714;0.328871433;0.090909088;0.328871433;0;0.694329651;1;1;1;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0100563;http://purl.obolibrary.org/obo/MP_0012710;0.818181818;0.766666667;0.818181818;0.33325107;0.125;0.33325107;0;0.412995523;0;1;1;FALSCH;FALSCH;2;4
http://purl.obolibrary.org/obo/HP_0005404;http://purl.obolibrary.org/obo/MP_0005014;0.647058824;0.592592593;0.684210526;0.142852371;0.083333315;0.142856497;0.75;0.186500962;0.75;0;0;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0100801;http://purl.obolibrary.org/obo/MP_0003655;0.692307692;0.636363636;0;0.199950642;0.111110926;0;0;0.359210604;0;1;1;FALSCH;FALSCH;3;3
http://purl.obolibrary.org/obo/HP_0012598;http://purl.obolibrary.org/obo/MP_0004820;0.823529412;0.6;0.9375;0.249999584;0.090909035;0.499999694;0.75;0.472455591;0.5;0.666666667;0.518562979;FALSCH;FALSCH;2;4
http://purl.obolibrary.org/obo/HP_0040202;http://purl.obolibrary.org/obo/MP_0002069;0.944444444;0;0.52173913;0.499999959;0;0.083332309;1;0;0.666666667;0.090909091;0.39840431;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0009916;http://purl.obolibrary.org/obo/MP_0001319;0.235294118;0.703703704;0;0.068859113;0.11111111;0;0;0.04662524;0;1;1;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0003124;http://purl.obolibrary.org/obo/MP_0005178;0.5;0.6;0.555555556;0.090900837;0.090909035;0.111101023;0;0.416025147;0;0;0;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0010702;http://purl.obolibrary.org/obo/MP_0002461;0.684210526;0.652173913;0.684210526;0.142856497;0.111111043;0.142856497;0.516397779;0.141421356;0.25819889;0.105263158;0.399213953;FALSCH;FALSCH;4;3
http://purl.obolibrary.org/obo/HP_0040238;http://purl.obolibrary.org/obo/MP_0008720;0.944444444;0.782608696;0.789473684;0.499999959;0.166666662;0.199999878;1;0.33968311;0.333333333;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0002990;http://purl.obolibrary.org/obo/MP_0005430;0.5;0.6;0.466666667;0.124772237;0.111109746;0.110908655;0;0.686406473;0;1;1;FALSCH;FALSCH;2;3
http://purl.obolibrary.org/obo/HP_0010479;http://purl.obolibrary.org/obo/MP_0011852;0.833333333;0.791666667;0;0.333303068;0.166666665;0;1;0.617032053;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0000433;http://purl.obolibrary.org/obo/MP_0002238;0.65;0;0.55;0.124999435;0;0.09999666;0.447213595;0;0.516397779;0;0.465242105;FALSCH;FALSCH;2;3
http://purl.obolibrary.org/obo/HP_0011599;http://purl.obolibrary.org/obo/MP_0000650;0.8;0.678571429;0;0.333109767;0.099999999;0;1;0.734017746;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0003154;http://purl.obolibrary.org/obo/MP_0001748;0.666666667;0.5625;0.636363636;0.124999792;0.066666665;0.111110926;0.75;0.493463771;0.223606798;1;1;FALSCH;FALSCH;2;3
http://purl.obolibrary.org/obo/HP_0100016;http://purl.obolibrary.org/obo/MP_0010789;0.789473684;0.625;0.842105263;0.199999878;0.076923077;0.249999944;0.5;0.669215986;0.288675135;0;0;FALSCH;FALSCH;2;3
http://purl.obolibrary.org/obo/HP_0100562;http://purl.obolibrary.org/obo/MP_0012711;0.8;0.666666667;0;0.333109767;0.111111086;0;1;0.353553391;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/HP_0006640;http://purl.obolibrary.org/obo/MP_0004675;0.785714286;0.590909091;0;0.249991649;0.099999548;0;0.816496581;0.338061702;0;1;1;FALSCH;FALSCH;2;4
http://purl.obolibrary.org/obo/HP_0008687;http://purl.obolibrary.org/obo/MP_0005147;0.705882353;0;0.666666667;0.166664619;0;0.142855387;0.577350269;0;0.288675135;0;0;FALSCH;FALSCH;2;3
