MP URI;HP URI;jaccardSimilarity;sigmoidSimilarity;cosineSimilarity;jaccardSubtree;cosineSubtree;descendantsEvaluation;hasLoop;silverMapping;ourScore
http://purl.obolibrary.org/obo/DOID_11077;http://www.orpha.net/ORDO/Orphanet_1304;0.8;0.333109767;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050750;http://www.orpha.net/ORDO/Orphanet_86854;0.882352941;0.333333129;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_3323;http://www.orpha.net/ORDO/Orphanet_796;1;0.999966597;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110948;http://www.orpha.net/ORDO/Orphanet_894;1;0.999999917;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_3247;http://www.orpha.net/ORDO/Orphanet_780;0.909090909;0.499954602;1;0;0;1;0;4;3
http://purl.obolibrary.org/obo/DOID_14283;http://www.orpha.net/ORDO/Orphanet_248095;0.928571429;0.49999774;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110853;http://www.orpha.net/ORDO/Orphanet_309803;0.95;0.499999994;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110854;http://www.orpha.net/ORDO/Orphanet_468717;0.95;0.499999994;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060233;http://www.orpha.net/ORDO/Orphanet_1340;0.9375;0.499999694;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110949;http://www.orpha.net/ORDO/Orphanet_896;1;0.999999917;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_10845;http://www.orpha.net/ORDO/Orphanet_83484;1;0.999999775;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050646;http://www.orpha.net/ORDO/Orphanet_97120;0.857142857;0.333329237;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_11338;http://www.orpha.net/ORDO/Orphanet_3299;0.857142857;0.497527377;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_11101;http://www.orpha.net/ORDO/Orphanet_64694;0.8;0.333109767;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_2230;http://www.orpha.net/ORDO/Orphanet_448;0.888888889;0.49966465;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_3371;http://www.orpha.net/ORDO/Orphanet_55880;0.9;0.499876605;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_437;http://www.orpha.net/ORDO/Orphanet_589;0.857142857;0.333329237;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050873;http://www.orpha.net/ORDO/Orphanet_545;0.857142857;0.333329237;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_4253;http://www.orpha.net/ORDO/Orphanet_2485;0.8;0.333109767;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050966;http://www.orpha.net/ORDO/Orphanet_98770;0.888888889;0.333333258;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060861;http://www.orpha.net/ORDO/Orphanet_1106;0.941176471;0.499999887;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_2048;http://www.orpha.net/ORDO/Orphanet_2137;0.923076923;0.499993856;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050881;http://www.orpha.net/ORDO/Orphanet_52430;0.956521739;0.5;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050159;http://www.orpha.net/ORDO/Orphanet_79128;0.941176471;0.499999887;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050012;http://www.orpha.net/ORDO/Orphanet_324625;0.8;0.333109767;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_10841;http://www.orpha.net/ORDO/Orphanet_83594;1;0.999999388;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_701;http://www.orpha.net/ORDO/Orphanet_1653;0.916666667;0.499983299;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_9268;http://www.orpha.net/ORDO/Orphanet_407;0.857142857;0.333329237;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_1064;http://www.orpha.net/ORDO/Orphanet_213;0.75;0.331684918;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_768;http://www.orpha.net/ORDO/Orphanet_790;0.833333333;0.333303068;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050975;http://www.orpha.net/ORDO/Orphanet_101112;0.888888889;0.333333258;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0080100;http://www.orpha.net/ORDO/Orphanet_97245;0.866666667;0.333331826;1;0;0.672672794;0;0;4;4
http://purl.obolibrary.org/obo/DOID_13269;http://www.orpha.net/ORDO/Orphanet_79273;0.923076923;0.499993856;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_1129;http://www.orpha.net/ORDO/Orphanet_95613;0.923076923;0.499993856;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110297;http://www.orpha.net/ORDO/Orphanet_86812;0.956521739;0.5;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_397;http://www.orpha.net/ORDO/Orphanet_217632;0.9375;0.499999694;1;0;0;1;0;4;3
http://purl.obolibrary.org/obo/DOID_399;http://www.orpha.net/ORDO/Orphanet_3389;0.818181818;0.33325107;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060550;http://www.orpha.net/ORDO/Orphanet_920;0.944444444;0.499999959;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_11320;http://www.orpha.net/ORDO/Orphanet_319254;1;0.999998337;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_14791;http://www.orpha.net/ORDO/Orphanet_65;1;0.999999775;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110286;http://www.orpha.net/ORDO/Orphanet_363543;0.956521739;0.5;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0090119;http://www.orpha.net/ORDO/Orphanet_1071;0.954545455;0.499999999;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_5572;http://www.orpha.net/ORDO/Orphanet_116;1;0.999999989;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050466;http://www.orpha.net/ORDO/Orphanet_60030;1;0.999999388;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_7012;http://www.orpha.net/ORDO/Orphanet_142;0.9375;0.499999694;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060175;http://www.orpha.net/ORDO/Orphanet_22;0.944444444;0.499999959;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_14118;http://www.orpha.net/ORDO/Orphanet_309015;0.941176471;0.499999887;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050777;http://www.orpha.net/ORDO/Orphanet_475;1;0.999995479;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_10587;http://www.orpha.net/ORDO/Orphanet_487;1;0.999753211;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_4769;http://www.orpha.net/ORDO/Orphanet_64742;0.933333333;0.499999168;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110304;http://www.orpha.net/ORDO/Orphanet_55595;0.956521739;0.5;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060350;http://www.orpha.net/ORDO/Orphanet_976;0.944444444;0.499999959;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_5820;http://www.orpha.net/ORDO/Orphanet_168966;0.857142857;0.333329237;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050969;http://www.orpha.net/ORDO/Orphanet_98771;0.888888889;0.333333258;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_8931;http://www.orpha.net/ORDO/Orphanet_1959;0.923076923;0.499993856;0.5;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060486;http://www.orpha.net/ORDO/Orphanet_178509;1;0.999909204;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050745;http://www.orpha.net/ORDO/Orphanet_544;0.9;0.333333323;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050438;http://www.orpha.net/ORDO/Orphanet_347;1;0.999987712;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_5485;http://www.orpha.net/ORDO/Orphanet_3273;0.923076923;0.499993856;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_2679;http://www.orpha.net/ORDO/Orphanet_251946;0.894736842;0.333333306;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_9274;http://www.orpha.net/ORDO/Orphanet_2203;0.833333333;0.333303068;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_12148;http://www.orpha.net/ORDO/Orphanet_284;0.923076923;0.499993856;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_7008;http://www.orpha.net/ORDO/Orphanet_251598;0.923076923;0.499993856;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_231;http://www.orpha.net/ORDO/Orphanet_98503;0.846153846;0.333322199;1;0;0.225220499;1;0;4;3
http://purl.obolibrary.org/obo/DOID_14694;http://www.orpha.net/ORDO/Orphanet_2315;1;0.999999917;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_2368;http://www.orpha.net/ORDO/Orphanet_309144;0.888888889;0.49966465;1;0;0.452267017;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060488;http://www.orpha.net/ORDO/Orphanet_2896;1;0.999999775;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060165;http://www.orpha.net/ORDO/Orphanet_33543;1;0.999999388;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050557;http://www.orpha.net/ORDO/Orphanet_97242;0.947368421;0.499999985;1;0;0.713553665;1;0;4;3
http://purl.obolibrary.org/obo/DOID_3347;http://www.orpha.net/ORDO/Orphanet_668;0.888888889;0.49966465;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_2154;http://www.orpha.net/ORDO/Orphanet_654;0.846153846;0.333322199;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0080033;http://www.orpha.net/ORDO/Orphanet_1522;0.882352941;0.333333129;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_12929;http://www.orpha.net/ORDO/Orphanet_2022;0.933333333;0.499999168;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_14773;http://www.orpha.net/ORDO/Orphanet_175;0.875;0.333332779;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050972;http://www.orpha.net/ORDO/Orphanet_98773;0.888888889;0.333333258;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060703;http://www.orpha.net/ORDO/Orphanet_53271;0.846153846;0.333322199;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_4464;http://www.orpha.net/ORDO/Orphanet_247203;0.933333333;0.499999168;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050880;http://www.orpha.net/ORDO/Orphanet_96169;0.866666667;0.333331826;0.577350269;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060704;http://www.orpha.net/ORDO/Orphanet_238510;0.944444444;0.499999959;1;0;0.634441269;1;0;4;3
http://purl.obolibrary.org/obo/DOID_0050202;http://www.orpha.net/ORDO/Orphanet_319213;0.875;0.333332779;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_13481;http://www.orpha.net/ORDO/Orphanet_2655;0.933333333;0.499999168;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110341;http://www.orpha.net/ORDO/Orphanet_216804;0.941176471;0.499999887;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110344;http://www.orpha.net/ORDO/Orphanet_216828;0.941176471;0.499999887;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_4776;http://www.orpha.net/ORDO/Orphanet_280569;0.947368421;0.499999985;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_1024;http://www.orpha.net/ORDO/Orphanet_548;0.75;0.331684918;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_1068;http://www.orpha.net/ORDO/Orphanet_98977;0.857142857;0.333329237;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_5204;http://www.orpha.net/ORDO/Orphanet_348;0.954545455;0.499999999;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_8553;http://www.orpha.net/ORDO/Orphanet_48104;0.857142857;0.333329237;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050602;http://www.orpha.net/ORDO/Orphanet_869;0.8125;0.24999887;0.40824829;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0090127;http://www.orpha.net/ORDO/Orphanet_2848;0.95;0.499999994;0.40824829;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0090067;http://www.orpha.net/ORDO/Orphanet_2854;1;0.999995479;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_3209;http://www.orpha.net/ORDO/Orphanet_305;0.894736842;0.333333306;1;0;0;1;0;4;3
http://purl.obolibrary.org/obo/DOID_0060254;http://www.orpha.net/ORDO/Orphanet_97360;1;0.999995479;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110280;http://www.orpha.net/ORDO/Orphanet_219;0.956521739;0.5;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110306;http://www.orpha.net/ORDO/Orphanet_55596;0.956521739;0.5;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_7365;http://www.orpha.net/ORDO/Orphanet_482;1;0.999909204;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_7305;http://www.orpha.net/ORDO/Orphanet_251679;0.888888889;0.49966465;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050534;http://www.orpha.net/ORDO/Orphanet_215;0.882352941;0.333333129;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050970;http://www.orpha.net/ORDO/Orphanet_98772;0.9;0.333333323;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_1080;http://www.orpha.net/ORDO/Orphanet_2034;0.714285714;0.328871433;1;0;0;1;0;4;3
http://purl.obolibrary.org/obo/DOID_0110300;http://www.orpha.net/ORDO/Orphanet_266;1;0.999999999;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050787;http://www.orpha.net/ORDO/Orphanet_2929;0.875;0.333332779;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_6406;http://www.orpha.net/ORDO/Orphanet_3426;0.875;0.333332779;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_14498;http://www.orpha.net/ORDO/Orphanet_530;0.833333333;0.333303068;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_4325;http://www.orpha.net/ORDO/Orphanet_319218;1;0.999999388;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060858;http://www.orpha.net/ORDO/Orphanet_163690;0.888888889;0.333333258;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0080169;http://www.orpha.net/ORDO/Orphanet_1209;0.916666667;0.499983299;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050918;http://www.orpha.net/ORDO/Orphanet_180247;0.833333333;0.333303068;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_3071;http://www.orpha.net/ORDO/Orphanet_251576;0.8;0.333109767;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_9955;http://www.orpha.net/ORDO/Orphanet_2248;0.944444444;0.499999959;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0080155;http://www.orpha.net/ORDO/Orphanet_26793;0.9;0.333333323;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060873;http://www.orpha.net/ORDO/Orphanet_231662;1;0.999999998;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_3284;http://www.orpha.net/ORDO/Orphanet_99868;0.833333333;0.333303068;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_10591;http://www.orpha.net/ORDO/Orphanet_275555;0.818181818;0.33325107;0;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0111072;http://www.orpha.net/ORDO/Orphanet_275534;0.947368421;0.499999985;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_5889;http://www.orpha.net/ORDO/Orphanet_251646;0.933333333;0.499999168;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050690;http://www.orpha.net/ORDO/Orphanet_1293;0.818181818;0.33325107;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_4947;http://www.orpha.net/ORDO/Orphanet_70567;0.909090909;0.499954602;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_4997;http://www.orpha.net/ORDO/Orphanet_1328;1;0.999999775;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_13564;http://www.orpha.net/ORDO/Orphanet_1163;0.8;0.333109767;1;0;0;1;0;4;3
http://purl.obolibrary.org/obo/DOID_3132;http://www.orpha.net/ORDO/Orphanet_101330;0.933333333;0.499999168;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110285;http://www.orpha.net/ORDO/Orphanet_254361;0.956521739;0.5;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0110970;http://www.orpha.net/ORDO/Orphanet_93384;0.857142857;0.333329237;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_2797;http://www.orpha.net/ORDO/Orphanet_98300;0.941176471;0.499999887;1;0;0;1;0;4;3
http://purl.obolibrary.org/obo/DOID_687;http://www.orpha.net/ORDO/Orphanet_449;0.818181818;0.33325107;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050979;http://www.orpha.net/ORDO/Orphanet_211017;0.888888889;0.333333258;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_11575;http://www.orpha.net/ORDO/Orphanet_55655;0.866666667;0.333331826;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_4765;http://www.orpha.net/ORDO/Orphanet_64741;0.857142857;0.333329237;1;0;0;1;0;4;3
http://purl.obolibrary.org/obo/DOID_13374;http://www.orpha.net/ORDO/Orphanet_337;0.944444444;0.499999959;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_10074;http://www.orpha.net/ORDO/Orphanet_401;0.833333333;0.333303068;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_14038;http://www.orpha.net/ORDO/Orphanet_95708;0.923076923;0.499993856;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_6196;http://www.orpha.net/ORDO/Orphanet_29207;0.909090909;0.499954602;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_4752;http://www.orpha.net/ORDO/Orphanet_102;0.933333333;0.499999168;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050175;http://www.orpha.net/ORDO/Orphanet_297;0.941176471;0.499999887;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_84;http://www.orpha.net/ORDO/Orphanet_2764;0.923076923;0.499993856;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0090117;http://www.orpha.net/ORDO/Orphanet_49827;0.952380952;0.499999998;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_4696;http://www.orpha.net/ORDO/Orphanet_100003;0.923076923;0.499993856;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_4271;http://www.orpha.net/ORDO/Orphanet_2552;0.777777778;0.332725966;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0050954;http://www.orpha.net/ORDO/Orphanet_98755;0.882352941;0.333333129;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_9574;http://www.orpha.net/ORDO/Orphanet_137914;0.846153846;0.333322199;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_8125;http://www.orpha.net/ORDO/Orphanet_399319;0.909090909;0.499954602;1;0;0;0;0;4;4
http://purl.obolibrary.org/obo/DOID_6726;http://www.orpha.net/ORDO/Orphanet_251601;0.857142857;0.333329237;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_3382;http://www.orpha.net/ORDO/Orphanet_69078;0.8;0.333109767;1;0;0;1;0;4;3
http://purl.obolibrary.org/obo/DOID_0060844;http://www.orpha.net/ORDO/Orphanet_649;1;0.999753211;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0060258;http://www.orpha.net/ORDO/Orphanet_178307;0.941176471;0.499999887;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_8478;http://www.orpha.net/ORDO/Orphanet_457095;0.8;0.333109767;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_2058;http://www.orpha.net/ORDO/Orphanet_1334;0.933333333;0.499999168;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_5574;http://www.orpha.net/ORDO/Orphanet_97282;1;0.995054754;1;1;1;0;0;4;4
http://purl.obolibrary.org/obo/DOID_0090048;http://www.orpha.net/ORDO/Orphanet_210571;0.833333333;0.333303068;1;1;1;0;0;4;4
