MP URI;HP URI;jaccardSimilarityLabels;jaccardSimilarityDefinitions;jaccardSimilaritySynonyms;sigmoidSimilarityLabels;sigmoidSimilarityDefinitions;sigmoidSimilaritySynonyms;cosineSimilarityLabels;cosineSimilarityDefinitions;cosineSimilaritySynonyms;jaccardSubtree;cosineSubtree;descendantsEvaluation;hasLoop;silverMapping;ourScore
http://purl.obolibrary.org/obo/MP_0008797;http://purl.obolibrary.org/obo/HP_0002006;0.888888889;0.625;0.888888889;0.49966465;0.099999939;0.49966465;1;0.314485451;1;0.045454545;0.71609905;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0014063;http://purl.obolibrary.org/obo/HP_0100318;1;0.678571429;0.076923077;0.999966597;0.099999999;0.035547474;1;0.143019388;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0001575;http://purl.obolibrary.org/obo/HP_0000961;0.75;0.88;0.333333333;0.331684918;0.25;0.076542673;1;0.501550391;0;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0004081;http://purl.obolibrary.org/obo/HP_0002453;0.941176471;0.692307692;0;0.499999887;0.111111108;0;1;0.503952631;0;0;0;FALSCH;FALSCH;2;4
http://purl.obolibrary.org/obo/MP_0002581;http://purl.obolibrary.org/obo/HP_0001549;0.9375;0;0.722222222;0.499999694;0;0.166665913;1;0;0.288675135;0;0.270555432;FALSCH;FALSCH;2;4
http://purl.obolibrary.org/obo/MP_0010406;http://purl.obolibrary.org/obo/HP_0011565;0.818181818;0.75;0.571428571;0.33325107;0.142857139;0.142761329;1;0.336787657;0.5;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0004282;http://purl.obolibrary.org/obo/HP_0000278;0.9;0.580645161;0.3125;0.499876605;0.071428569;0.082217858;1;0.282666101;0;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0001852;http://purl.obolibrary.org/obo/HP_0000509;0.9;0.590909091;0.142857143;0.499876605;0.099999548;0.058584166;1;0.670820393;0;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0006093;http://purl.obolibrary.org/obo/HP_0100026;0.933333333;0.875;0;0.499999168;0.25;0;1;0.248069469;0;0.176470588;0.941468872;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0006220;http://purl.obolibrary.org/obo/HP_0007807;0.923076923;0;0;0.499993856;0;0;1;0;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0003197;http://purl.obolibrary.org/obo/HP_0000121;0.916666667;0.818181818;0.526315789;0.499983299;0.199999994;0.09999092;1;0.507833375;0;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0010113;http://purl.obolibrary.org/obo/HP_0005107;0.9375;0.695652174;0.65;0.499999694;0.124999972;0.124999435;1;0.463586325;0.288675135;0;0;FALSCH;FALSCH;2;4
http://purl.obolibrary.org/obo/MP_0005324;http://purl.obolibrary.org/obo/HP_0001541;0.714285714;0.857142857;0.294117647;0.328871433;0.249999992;0.075893408;1;0.629940788;0;0.25;0.824957911;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0002447;http://purl.obolibrary.org/obo/HP_0001877;0.9375;0.545454545;0.6;0.499999694;0.062499998;0.111109746;1;0.21170245;0;0.06557377;0.403994449;WAHR;FALSCH;0;3
http://purl.obolibrary.org/obo/MP_0004373;http://purl.obolibrary.org/obo/HP_0003865;0.833333333;0.782608696;0.529411765;0.333303068;0.166666662;0.11108369;1;0.412478956;0.353553391;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0005435;http://purl.obolibrary.org/obo/HP_0011854;0.818181818;0.695652174;0;0.33325107;0.124999972;0;1;0.674199862;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0030222;http://purl.obolibrary.org/obo/HP_0100774;0.8;0.807692308;0.333333333;0.333109767;0.166666666;0.089692209;1;0.686406473;0;0.333333333;0.886076023;WAHR;FALSCH;0;3
http://purl.obolibrary.org/obo/MP_0000359;http://purl.obolibrary.org/obo/HP_0100494;0.941176471;0.88;0.684210526;0.499999887;0.25;0.142856497;1;0.78422893;0;0;0.196722369;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0001585;http://purl.obolibrary.org/obo/HP_0001878;0.846153846;0.708333333;0.846153846;0.333322199;0.12499999;0.333322199;1;0.483045892;0;0;0.604156073;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0002816;http://purl.obolibrary.org/obo/HP_0002583;0.714285714;0.678571429;0;0.328871433;0.099999999;0;1;0.504207648;0;0;0.36313652;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0006166;http://purl.obolibrary.org/obo/HP_0500043;0.923076923;0.565217391;0;0.499993856;0.09090868;0;1;0;0;0;0;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0005416;http://purl.obolibrary.org/obo/HP_0010876;0.941176471;0.75;0.842105263;0.499999887;0.142857139;0.249999944;1;0.466252404;0.670820393;0.006993007;0.821891187;WAHR;FALSCH;4;3
http://purl.obolibrary.org/obo/MP_0000610;http://purl.obolibrary.org/obo/HP_0001396;0.8;0.72;0.263157895;0.333109767;0.124999996;0.065774287;1;0.731925055;0;0.222222222;0.509524665;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0030097;http://purl.obolibrary.org/obo/HP_0004467;0.909090909;0.875;0.4;0.499954602;0.333332779;0.099505475;1;0.909090909;0.288675135;1;1;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0005515;http://purl.obolibrary.org/obo/HP_0000554;0.714285714;0.68;0;0.328871433;0.111111102;0;1;0.52615222;0;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0030971;http://purl.obolibrary.org/obo/HP_0001993;0.8;0.9;0;0.333109767;0.333333323;0;1;0.857142857;0;0;0;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0000226;http://purl.obolibrary.org/obo/HP_0025065;0.933333333;0.636363636;0.444444444;0.499999168;0.076923077;0.090848118;1;0.375;0.353553391;1;1;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0001310;http://purl.obolibrary.org/obo/HP_0000502;0.947368421;0.727272727;0;0.499999985;0.142857111;0;1;0.521862458;0;0;0.344014656;FALSCH;FALSCH;2;4
http://purl.obolibrary.org/obo/MP_0001156;http://purl.obolibrary.org/obo/HP_0008669;0.933333333;0.9;0.75;0.499999168;0.333333323;0.199997542;1;0.888888889;0.5;0;0.052937778;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0002812;http://purl.obolibrary.org/obo/HP_0004444;0.909090909;0.681818182;0;0.499954602;0.124999924;0;1;0.569802882;0;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0005258;http://purl.obolibrary.org/obo/HP_0007906;0.9375;0.772727273;0.25;0.499999694;0.166666653;0.061663394;1;0.369274473;0;1;1;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0009143;http://purl.obolibrary.org/obo/HP_0030992;0.947368421;0.703703704;0;0.499999985;0.11111111;0;1;0.646843159;0;0;0.625;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0008941;http://purl.obolibrary.org/obo/HP_0001896;0.846153846;0.818181818;0;0.333322199;0.199999994;0;1;0.589255651;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0005642;http://purl.obolibrary.org/obo/HP_0025547;0.947368421;0.666666667;0.318181818;0.499999985;0.076923077;0.062386119;1;0.590871893;0.316227766;1;1;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0003030;http://purl.obolibrary.org/obo/HP_0032368;0.857142857;0.620689655;0;0.497527377;0.083333331;0;1;0.170940865;0;0;0.068199434;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0005407;http://purl.obolibrary.org/obo/HP_0031005;0.818181818;0.62962963;0;0.33325107;0.090909083;0;1;0.347832796;0;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0013787;http://purl.obolibrary.org/obo/HP_0000613;0.875;0.814814815;0.2;0.499088949;0.166666667;0.056707505;1;0.601793477;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0003442;http://purl.obolibrary.org/obo/HP_0031794;0.941176471;0.666666667;0;0.499999887;0.099999997;0;1;0.405656212;0;1;1;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0003985;http://purl.obolibrary.org/obo/HP_0030760;0.916666667;0.84;0.642857143;0.499983299;0.2;0.166625535;1;0.380319415;0.5;0;0.447213595;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0020402;http://purl.obolibrary.org/obo/HP_0003532;0.777777778;0.684210526;0;0.332725966;0.142856497;0;1;0.533001791;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0030047;http://purl.obolibrary.org/obo/HP_0004425;0.909090909;0.777777778;0.571428571;0.499954602;0.199999667;0.142761329;1;0.4;0;1;1;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0001596;http://purl.obolibrary.org/obo/HP_0002615;0.8;0.666666667;0.235294118;0.333109767;0.099999997;0.068859113;1;0.20519567;0;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0005279;http://purl.obolibrary.org/obo/HP_0030050;0.818181818;0.774193548;0;0.33325107;0.125;0;1;0.315446634;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0003584;http://purl.obolibrary.org/obo/HP_0030037;0.8;0.571428571;0;0.333109767;0.07692306;0;1;0.133333333;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0005254;http://purl.obolibrary.org/obo/HP_0000486;0.888888889;0.62962963;0.272727273;0.49966465;0.090909083;0.100572028;1;0.737241084;0;0;0.774825942;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0003746;http://purl.obolibrary.org/obo/HP_0010280;0.857142857;0.7;0.357142857;0.497527377;0.142856905;0.09866143;1;0.763762616;0;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0004674;http://purl.obolibrary.org/obo/HP_0000883;0.777777778;0.565217391;0.777777778;0.332725966;0.09090868;0.332725966;1;0.095346259;1;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0003029;http://purl.obolibrary.org/obo/HP_0032369;0.857142857;0.5;0;0.497527377;0.062499962;0;1;0.236524958;0;1;1;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0008970;http://purl.obolibrary.org/obo/HP_0000453;0.846153846;0.62962963;0.6;0.333322199;0.090909083;0.111109746;1;0.429058165;0;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0001304;http://purl.obolibrary.org/obo/HP_0000518;0.8;0.681818182;0.230769231;0.48201379;0.124999924;0.082286205;1;0.518874522;0;0;0.284442497;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0006087;http://purl.obolibrary.org/obo/HP_0031418;0.933333333;0.586206897;0.470588235;0.499999168;0.076923071;0.09993293;1;0.245358246;0.353553391;1;1;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0009404;http://purl.obolibrary.org/obo/HP_0003687;0.944444444;0.689655172;0.65;0.499999959;0.1;0.124999435;1;0.319489226;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0012304;http://purl.obolibrary.org/obo/HP_0001196;0.866666667;0.772727273;0.866666667;0.333331826;0.166666653;0.333331826;1;0.433012702;1;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0030253;http://purl.obolibrary.org/obo/HP_0030867;0.875;0.904761905;0.444444444;0.333332779;0.33333333;0.090848118;1;0.96;0;1;1;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0004254;http://purl.obolibrary.org/obo/HP_0011970;0.888888889;0.785714286;0;0.333333258;0.142857143;0;1;0.421463615;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0003560;http://purl.obolibrary.org/obo/HP_0002758;0.888888889;0.766666667;0.466666667;0.49966465;0.125;0.110908655;1;0.447315039;0;0;0.43519414;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0009675;http://purl.obolibrary.org/obo/HP_0040162;0.9;0.6;0;0.499876605;0.090909035;0;1;0.273861279;0;1;1;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0005257;http://purl.obolibrary.org/obo/HP_0012632;0.9375;0.909090909;0.705882353;0.499999694;0.333333332;0.166664619;1;0.936382184;0.666666667;0.333333333;0.5;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0006222;http://purl.obolibrary.org/obo/HP_0001138;0.928571429;0;0.555555556;0.49999774;0;0.111101023;1;0;0.40824829;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0000780;http://purl.obolibrary.org/obo/HP_0001273;0.9375;0.642857143;0.7;0.499999694;0.090909088;0.142856905;1;0.326164037;0.447213595;0;0.695302777;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0013328;http://purl.obolibrary.org/obo/HP_0003271;0.846153846;0.692307692;0;0.333322199;0.111111108;0;1;0.434121571;0;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0009417;http://purl.obolibrary.org/obo/HP_0003202;0.9375;0.580645161;0.636363636;0.499999694;0.071428569;0.111110926;1;0.225493808;0.204124145;0;0.609836721;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0010822;http://purl.obolibrary.org/obo/HP_0002107;0.833333333;0.818181818;0.352941176;0.333303068;0.199999994;0.082921229;1;0.489897949;0;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0002229;http://purl.obolibrary.org/obo/HP_0002180;0.909090909;0.8;0.352941176;0.499954602;0.199999955;0.082921229;1;0.327326835;0;0;0.370851132;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0002264;http://purl.obolibrary.org/obo/HP_0025426;0.9375;0.666666667;0.55;0.499999694;0.111111086;0.09999666;1;0.730296743;0;0;0.208551886;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0030025;http://purl.obolibrary.org/obo/HP_0001902;0.818181818;0.47826087;0;0.33325107;0.04;0;1;0.376050717;0;1;1;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0030199;http://purl.obolibrary.org/obo/HP_0004411;0.928571429;0.72;0.928571429;0.49999774;0.124999996;0.49999774;1;0.782212269;1;1;1;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0014086;http://purl.obolibrary.org/obo/HP_0001028;0.777777778;0.75862069;0.1875;0.332725966;0.125;0.064653447;1;0.625;0;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0004672;http://purl.obolibrary.org/obo/HP_0000773;0.888888889;0.590909091;0.888888889;0.49966465;0.099999548;0.49966465;1;0.129099445;1;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0013818;http://purl.obolibrary.org/obo/HP_0000163;0.941176471;0.72;0.736842105;0.499999887;0.124999996;0.166666389;1;0.585017939;0.447213595;0.00462963;0.163560892;FALSCH;FALSCH;2;4
http://purl.obolibrary.org/obo/MP_0013942;http://purl.obolibrary.org/obo/HP_0100686;0.857142857;0;0.352941176;0.497527377;0;0.082921229;1;0;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0002417;http://purl.obolibrary.org/obo/HP_0012143;0.941176471;0.677419355;0.75;0.499999887;0.090909091;0.166666565;1;0.549926681;0.19245009;0;0.515549835;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0005323;http://purl.obolibrary.org/obo/HP_0001332;0.777777778;0.785714286;0.428571429;0.332725966;0.142857143;0.110561639;1;0.226277864;0;0;0.071795816;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0012545;http://purl.obolibrary.org/obo/HP_0003396;0.833333333;0.7;0.45;0.333303068;0.1;0.083312768;1;0.291729983;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0004352;http://purl.obolibrary.org/obo/HP_0003862;0.833333333;0.913043478;0.5625;0.333303068;0.333333333;0.124969151;1;0.216295228;0.5;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0003086;http://purl.obolibrary.org/obo/HP_0100565;0.818181818;0.652173913;0;0.33325107;0.111111043;0;1;0.586085263;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0011515;http://purl.obolibrary.org/obo/HP_0000979;0.8;0.621621622;0.1875;0.48201379;0.066666667;0.064653447;1;0.257843139;0;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0001764;http://purl.obolibrary.org/obo/HP_0012337;0.928571429;0.913043478;0;0.49999774;0.333333333;0;1;0.716574364;0;0.015151515;0.120604154;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0002210;http://purl.obolibrary.org/obo/HP_0012244;0.933333333;0.909090909;0;0.499999168;0.333333332;0;1;0.909090909;0;0.028571429;0.346193858;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0003292;http://purl.obolibrary.org/obo/HP_0002249;0.666666667;0.7;0;0.321342527;0.1;0;1;0.332351495;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0002490;http://purl.obolibrary.org/obo/HP_0010701;0.928571429;0.708333333;0.8125;0.49999774;0.12499999;0.24999887;1;0.424264069;0.774596669;0.022556391;0.603975897;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0004107;http://purl.obolibrary.org/obo/HP_0031278;0.944444444;0.607142857;0;0.499999959;0.083333326;0;1;0.415775357;0;1;1;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0005326;http://purl.obolibrary.org/obo/HP_0031265;0.941176471;0.741935484;0;0.499999887;0.111111111;0;1;0.707499946;0;0.076923077;0.662266179;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0005099;http://purl.obolibrary.org/obo/HP_0012776;0.9375;0.666666667;0.684210526;0.499999694;0.099999997;0.142856497;1;0.549169647;0.447213595;0;0.664367504;WAHR;FALSCH;2;3
http://purl.obolibrary.org/obo/MP_0001326;http://purl.obolibrary.org/obo/HP_0000546;0.916666667;0.666666667;0.833333333;0.499983299;0.099999997;0.333303068;1;0.306186218;0.5;0;0.794928634;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0020443;http://purl.obolibrary.org/obo/HP_0007917;0.928571429;0.777777778;0;0.49999774;0.142857143;0;1;0.331662479;0;0;0;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0006130;http://purl.obolibrary.org/obo/HP_0010882;0.875;0.826086957;0;0.333332779;0.199999998;0;1;0.707106781;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0001316;http://purl.obolibrary.org/obo/HP_0000559;0.916666667;0;0;0.499983299;0;0;1;0;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0003294;http://purl.obolibrary.org/obo/HP_0002576;0.9;0.666666667;0;0.499876605;0.099999997;0;1;0.637535578;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0011579;http://purl.obolibrary.org/obo/HP_0031209;0.9375;0.5;0;0.499999694;0.062499962;0;1;0.133630621;0;1;1;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0005085;http://purl.obolibrary.org/obo/HP_0012438;0.941176471;0.857142857;0;0.499999887;0.249999992;0;1;0.492365964;0;0;0.120385853;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0009419;http://purl.obolibrary.org/obo/HP_0030951;0.9375;0.708333333;0;0.499999694;0.12499999;0;1;0.478091444;0;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0014016;http://purl.obolibrary.org/obo/HP_0012518;0.947368421;0.64;0.7;0.499999985;0.099999977;0.142856905;1;0.555555556;0.365148372;0;0;FALSCH;FALSCH;3;4
http://purl.obolibrary.org/obo/MP_0002108;http://purl.obolibrary.org/obo/HP_0011805;0.941176471;0.652173913;0.833333333;0.499999887;0.111111043;0.249999847;1;0.19245009;0.333333333;0.005136986;0.431739595;WAHR;FALSCH;4;3
http://purl.obolibrary.org/obo/MP_0003699;http://purl.obolibrary.org/obo/HP_0030012;0.954545455;0;0.954545455;0.499999999;0;0.499999999;1;0;1;0;0.065438848;WAHR;FALSCH;4;3
http://purl.obolibrary.org/obo/MP_0009547;http://purl.obolibrary.org/obo/HP_0004445;0.8;0.769230769;0.583333333;0.333109767;0.142857142;0.166362983;1;0.217642875;0;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0005153;http://purl.obolibrary.org/obo/HP_0031380;0.9375;0.777777778;0;0.499999694;0.142857143;0;1;0.529150262;0;0;0;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0030797;http://purl.obolibrary.org/obo/HP_0001388;0.818181818;0.518518519;0.428571429;0.33325107;0.071428453;0.110561639;1;0.594088526;0;1;1;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0003195;http://purl.obolibrary.org/obo/HP_0003761;0.875;0.714285714;0.388888889;0.499088949;0.142857055;0.083181491;1;0.400891863;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0013806;http://purl.obolibrary.org/obo/HP_0001298;0.909090909;0.708333333;0;0.499954602;0.12499999;0;1;0.213808994;0;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0002702;http://purl.obolibrary.org/obo/HP_0040299;0.941176471;0;0.631578947;0.499999887;0;0.124998464;1;0;0.40824829;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0011654;http://purl.obolibrary.org/obo/HP_0002927;0.8;0.666666667;0.533333333;0.333109767;0.124999792;0.124916162;1;0.447213595;0;1;1;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0005157;http://purl.obolibrary.org/obo/HP_0001360;0.916666667;0.8;0.333333333;0.499983299;0.166666666;0.076542673;1;0.234146453;0;0;0.196116135;WAHR;FALSCH;4;3
http://purl.obolibrary.org/obo/MP_0011727;http://purl.obolibrary.org/obo/HP_0031086;0.833333333;0.689655172;0.533333333;0.333303068;0.1;0.124916162;1;0.707935214;0.5;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0001120;http://purl.obolibrary.org/obo/HP_0031105;0.941176471;0.652173913;0;0.499999887;0.111111043;0;1;0.577350269;0;0;0.635854836;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0011517;http://purl.obolibrary.org/obo/HP_0003159;0.833333333;0.571428571;0.5;0.333303068;0.07692306;0.099975321;1;0.427617987;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0005505;http://purl.obolibrary.org/obo/HP_0001894;0.909090909;0.739130435;0.263157895;0.499954602;0.142857131;0.065774287;1;0.467707173;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0003325;http://purl.obolibrary.org/obo/HP_0001410;0.9375;0.703703704;0.9375;0.499999694;0.11111111;0.499999694;1;0.119736868;1;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0010474;http://purl.obolibrary.org/obo/HP_0025495;0.941176471;0.653846154;0;0.499999887;0.099999992;0;1;0.277350098;0;1;1;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0006221;http://purl.obolibrary.org/obo/HP_0000609;0.9375;0.625;0.705882353;0.499999694;0.099999939;0.166664619;1;0.536656315;0.333333333;0;0;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0005150;http://purl.obolibrary.org/obo/HP_0004326;0.857142857;0.68;0.176470588;0.497527377;0.111111102;0.060343217;1;0.529812943;0;1;1;FALSCH;FALSCH;4;4
http://purl.obolibrary.org/obo/MP_0001346;http://purl.obolibrary.org/obo/HP_0011482;0.9375;0.68;0.736842105;0.499999694;0.111111102;0.166666389;1;0.421637021;0.447213595;0.041666667;0.770127414;WAHR;FALSCH;0;3
http://purl.obolibrary.org/obo/MP_0030899;http://purl.obolibrary.org/obo/HP_0008751;0.916666667;0.913043478;0.785714286;0.499983299;0.333333333;0.249991649;1;0.961538462;0.5;1;1;FALSCH;FALSCH;0;4
http://purl.obolibrary.org/obo/MP_0002795;http://purl.obolibrary.org/obo/HP_0001644;0.933333333;0.6;0.8125;0.499999168;0.076923075;0.24999887;1;0.210105079;0.5;1;1;FALSCH;FALSCH;4;4
